"","price","bathrooms","city","number_of_reviews","review_scores_rating","beds","Air conditioning","Essentials","Familykid friendly","Hair dryer","Hangers","Heating","Laptop friendly workspace","Shampoo","Smoke detector","Washer","property_type.Boat","property_type.Boutique.hotel","property_type.Condominium","property_type.Dorm","property_type.Guest.suite","property_type.House","property_type.In.law","property_type.Loft","property_type.Other","property_type.Timeshare","room_type.Private.room","room_type.Shared.room"
"13607",123,"1","NYC",13,91,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13608",119,"3.5","DC",4,93,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"13609",123,"1","LA",12,90,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13610",71,"1","LA",15,91,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"13611",169,"1","LA",5,93,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"13612",99,"2","LA",38,91,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13613",69,"1","NYC",3,84,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"13614",105,"1","NYC",31,92,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
"13615",176,"1","NYC",9,85,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13616",167,"2","LA",16,91,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13617",65,"1","LA",4,93,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"13618",254,"2","NYC",19,91,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13619",61,"1","LA",4,89,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"13620",115,"1","NYC",6,93,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"13621",99,"1","NYC",3,93,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13622",187,"1","Boston",2,93,2,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"13623",137,"1","LA",44,92,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13624",91,"1","LA",33,92,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13625",161,"1","SF",6,91,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13626",115,"1","SF",20,91,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
"13627",115,"1","NYC",2,93,2,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13628",146,"1","LA",48,88,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13629",110,"1","NYC",2,93,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"13630",77,"1","LA",25,91,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"13631",123,"1","NYC",2,93,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13632",71,"1","NYC",3,93,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"13633",119,"1","LA",13,89,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13634",89,"1","NYC",8,91,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13635",84,"1.5","DC",5,93,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"13636",231,"2","SF",25,91,2,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"13637",78,"1","LA",22,93,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"13638",65,"1","NYC",4,93,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13639",146,"1","NYC",10,91,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13640",104,"2","LA",2,93,2,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13641",84,"1.5","NYC",4,93,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13642",54,"1","NYC",13,91,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13643",62,"1","NYC",2,93,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13644",146,"1","SF",4,93,2,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"13645",119,"1.5","Boston",6,91,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"13646",65,"1","LA",4,93,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"13647",187,"2","NYC",2,93,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13648",55,"1","NYC",2,93,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"13649",59,"1","LA",4,89,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"13650",123,"1","NYC",2,93,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"13651",57,"1","DC",2,93,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"13652",89,"1","Chicago",50,89,2,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13653",123,"1","LA",29,91,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13654",84,"1","SF",4,89,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"13655",159,"1","NYC",34,91,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"13656",92,"1","LA",9,91,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13657",127,"1","DC",9,91,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13658",67,"1","NYC",4,85,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"13659",89,"1","NYC",34,91,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"13660",78,"1","NYC",4,93,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"13661",59,"1","NYC",20,87,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13662",65,"1","NYC",6,91,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13663",151,"1","Chicago",5,91,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13664",74,"1","NYC",7,91,2,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"13665",68,"1","LA",4,87,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"13666",169,"1","LA",38,91,2,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13667",77,"1","LA",17,92,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"13668",89,"1","LA",28,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"13669",184,"1","NYC",13,91,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"13670",101,"1.5","NYC",15,91,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"13671",97,"1","LA",13,91,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"13672",194,"2","LA",30,91,2,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13673",71,"1","NYC",13,91,2,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13674",63,"1","NYC",35,91,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"13675",71,"1","NYC",46,91,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13676",84,"1","NYC",9,91,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13677",86,"1","Boston",13,92,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13678",145,"1","NYC",5,93,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13679",117,"1","LA",35,86,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"13680",78,"1","NYC",33,91,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"13681",146,"1","DC",48,91,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13682",123,"1","NYC",44,91,2,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13683",135,"1","NYC",13,90,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"13684",89,"1","NYC",9,93,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13685",119,"1","SF",37,91,2,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"13686",110,"1","Boston",3,84,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"13687",69,"1","NYC",6,93,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13688",199,"1","NYC",5,93,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13689",245,"1","Boston",25,92,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13690",96,"2","LA",3,93,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13691",156,"1","LA",11,84,2,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13692",262,"1.5","LA",5,93,2,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"13693",110,"1","DC",37,91,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13694",202,"1","DC",2,93,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"13695",101,"1","LA",3,93,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"13696",69,"1","NYC",5,91,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13697",63,"1","LA",6,93,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"13698",54,"2","LA",13,91,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"13699",194,"1","NYC",7,91,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13700",84,"1","Chicago",15,92,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
"13701",68,"1","LA",4,93,2,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13702",187,"1","SF",13,93,2,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"13703",115,"1","NYC",12,91,2,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13704",262,"2.5","SF",4,93,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"13705",174,"2","SF",15,91,2,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13706",91,"1","LA",16,91,2,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"13707",174,"1","NYC",48,91,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13708",68,"1","NYC",3,93,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"13709",135,"1","SF",5,91,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13710",57,"1","LA",22,91,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"13711",77,"1","LA",33,91,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"13712",187,"1","SF",13,91,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13713",187,"2","LA",13,91,3,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"13714",68,"1","NYC",27,91,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13715",99,"1","SF",6,91,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"13716",74,"1","SF",44,91,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13717",245,"1","NYC",30,91,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13718",119,"1","NYC",4,93,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
"13719",83,"1","LA",2,93,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13720",178,"2","LA",48,91,2,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13721",105,"1","NYC",35,86,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13722",47,"1","SF",2,93,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"13723",65,"1","DC",4,93,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"13724",69,"1","NYC",4,93,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13725",92,"1","NYC",32,91,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"13726",187,"1","NYC",49,91,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13727",81,"3","NYC",36,84,2,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13728",155,"2","LA",2,93,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13729",169,"1","NYC",7,87,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13730",62,"1","NYC",48,85,2,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"13731",73,"1","NYC",33,89,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"13732",51,"1","LA",2,93,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"13733",60,"1","Boston",3,93,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13734",53,"1","LA",3,89,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"13735",56,"1","LA",29,87,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"13736",104,"1","NYC",45,91,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13737",224,"1","NYC",46,91,3,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13738",232,"1","NYC",7,91,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13739",89,"2","LA",20,91,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"13740",99,"1","NYC",18,91,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13741",92,"1","SF",9,91,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13742",179,"1","LA",4,93,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"13743",84,"1","LA",4,91,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"13744",71,"1","NYC",4,93,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"13745",58,"1.5","NYC",4,93,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13746",110,"1","NYC",17,91,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"13747",77,"1","NYC",30,91,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"13748",76,"1","LA",7,93,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0
"13749",81,"1","Chicago",33,90,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13750",126,"1","NYC",48,92,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13751",99,"2","Boston",16,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"13752",78,"1","NYC",6,91,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13753",146,"1","NYC",4,93,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13754",79,"2","NYC",2,93,2,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"13755",68,"2","SF",16,91,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"13756",135,"1","NYC",37,91,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13757",84,"1.5","DC",8,93,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"13758",89,"1.5","NYC",2,93,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"13759",127,"1","NYC",9,91,2,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13760",123,"1","NYC",4,93,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13761",62,"1","NYC",43,89,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"13762",62,"1","NYC",6,91,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13763",202,"1","DC",8,89,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"13764",92,"1","NYC",2,93,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13765",146,"2","DC",11,91,3,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"13766",169,"1","LA",2,93,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"13767",213,"2","Boston",8,91,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"13768",64,"1","NYC",26,91,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13769",110,"1","LA",34,91,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13770",187,"1","SF",3,93,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13771",127,"1","DC",11,91,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13772",69,"1","NYC",24,91,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"13773",74,"1","DC",6,91,2,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"13774",194,"2","SF",4,93,3,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13775",119,"1","Boston",2,93,2,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13776",68,"1","NYC",7,91,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"13777",71,"1","NYC",2,85,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"13778",140,"1","DC",39,92,2,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13779",57,"2","LA",20,86,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"13780",110,"1","Chicago",25,91,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13781",99,"1","SF",22,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"13782",79,"1","NYC",2,93,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13783",59,"1","NYC",6,91,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"13784",93,"1","DC",2,93,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"13785",84,"1","NYC",13,91,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"13786",156,"2","SF",2,93,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"13787",169,"1","NYC",4,91,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13788",232,"2","SF",28,91,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13789",71,"2","Boston",5,91,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"13790",97,"1","LA",8,93,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13791",59,"1","NYC",9,91,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13792",169,"1.5","NYC",27,91,2,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13793",119,"1","LA",16,88,3,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"13794",145,"1","Boston",15,91,2,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"13795",59,"1","NYC",4,93,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"13796",62,"1","LA",8,86,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"13797",115,"1","SF",39,93,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"13798",123,"1","LA",8,91,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"13799",74,"1","NYC",29,88,2,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"13800",77,"1","LA",51,86,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"13801",169,"1","Boston",4,91,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"13802",245,"2","LA",45,91,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"13803",101,"1","NYC",9,91,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13804",84,"1","NYC",46,91,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"13805",62,"1","NYC",15,92,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"13806",110,"2","NYC",2,93,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"13807",123,"1","NYC",2,93,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13808",106,"1","NYC",28,90,2,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13809",82,"1","NYC",17,90,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"13810",99,"1","LA",2,93,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"13811",79,"1","NYC",3,93,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13812",99,"1","LA",38,91,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"13813",224,"1","LA",2,85,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13814",90,"1","SF",2,93,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13815",65,"1","Chicago",13,91,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13816",187,"1","Boston",20,90,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13817",91,"2.5","DC",36,84,2,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"13818",156,"1","NYC",20,91,3,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13819",92,"1","NYC",6,93,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
"13820",110,"1","Chicago",8,93,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"13821",97,"1","Chicago",43,91,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13822",91,"1","LA",3,93,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
"13823",64,"1","LA",5,91,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"13824",138,"1","LA",39,91,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13825",187,"2","NYC",29,91,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13826",97,"1","NYC",34,91,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
